,file,language,label,text
0,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,en,Paragraph,8020003842 - version3 - 11-2019- Réalisation : Espace graphique FR HOTLINE : BE : 32 70 23 31 59 - FR : 09 74 50 10 61 - CH : 0800 37 77 37 EN HOTLINE: UK: 0345 330 6460 - ROI: (01) 677 4003 DE HOTLINE : DE : 0800 98 000 00 - AT : 0800 225 225 - CH : 0800 37 77 37 NL HOTLINE : NL : 0318 58 24 24 IT SERVIZIO CONSUMATORI: IT: 199 207701 - CH: 0800 37 77 37 ES HOTLINE : ES : 902 31 23 00 PT Centro de Contacto do Consumidor : PT : 808 284 735 EL ΕΛΛΑΔΑ : GR : 2106371251 RU ГОРЯЧАЯ ЛИНИЯ : RU : 495 213 32 28 UK ГАРЯЧА ЛІНІЯ : UK : 044 300 13 04 PL INFOLINIA : PL : 0 801 300 420 CZ HOTLINE : CZ : 731 010 111 SK ZÁKAZNĺCKA LINKA : SK : 233 595 224 HU Ügyfélszolgálat : HU : (1) 8018434 FR EN DE NL IT ES PT EL RU UK PL CS SK HU
1,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Paragraph,3 FR ATTENTION : Lisez attentivement les consignes de sécurité avant d'utiliser cet appareil pour la première fois. Témoins lumineux Signification Vidanges accessoires Remplir le réservoir CLEAN CALC Marche/ arrêt L'appareil est prêt à fonctionner. Clignotement simple : l'appareil réalise une tâche. Double clignotement : un cycle de 2 cafés est en cours. Vider le collecteur de marc (un cycle de 2 cafés est en cours). Vider le collecteur de marc + vider le bac récolte- gouttes. Le collecteur de marc est absent ou mal positionné. Remplir le réservoir d'eau. Le réservoir d'eau est absent ou mal positionné. Le cycle café a été interrompu par manque d'eau. Remplir le réservoir d'eau. Le cycle double café a été interrompu par manque d'eau. Remplir le réservoir. Programme de nettoyage demandé. Programme de nettoyage : cycle de nettoyage en cours. Phase de nettoyage : vider le bac à marc. Programme de détartrage demandé. Programme de détartrage : cycle de détartrage en cours. Cycles de rinçage du programme de détartrage : en cours. Demande de vider et de remplir le réservoir d'eau. Vider le bac à cake avant le lancement d'un rinçage long. Demande rinçage long. Rinçage long en cours. Clignotement Simultané : anomalie de fonctionnement. Clignotement voyant après voyant : mise en hors tension de l'appareil en cours. : Témoin allumé : Témoin clignotant : Témoin en double clignotement Signaux sonores : 1 Bip lors de l’appui sur le ON/OFF : mise en tension de l’appareil activée. 1 Bip toutes les 10 secondes : l’appareil attend une action de l’utilisateur. 1 Double Bip : l’appareil a pris en compte votre demande et s’arrêtera dans les plus brefs délais. 5 FR 4 PREPARATION DES BOISSONS RECETTES CAFÉ Nb Tasses possible Réglages possibles Volume (ml) Réglages possibles Force RISTRETTO 1 20 à 30 ml ou 2 x 1 2 x 20 à 30 ml En deux cycles ESPRESSO 1 30 à 70 ml ou 2 x 1 2 x 30 à 70 ml En deux cycles CAFÉ ou LUNGO 1 80 à 220 ml ou 2 x 1 2 x 80 à 220 ml En deux cycles AVANT LA PREMIERE UTILISATION
2,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,nl,Paragraph,"h h XS3000 25 26 27 30 31 32 33 34 h 1 sec. o o 2 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 20 23 24 21 22 14 15 1 h h 28 29 MEXICO (55) 52839354 Groupe Seb México S.A. de C.V. Calle Boulevard Miguel de Cervantes, Saavedra No 169 Piso 9, Col Ampliación Granada, C.P. 11520, Ciudad de México MOLDOVA 22 224035 ТОВ «Груп СЕБ Україна» 02121, Харьківське шосе, 201-203, 3 поверх, Київ, Україна NEDERLAND The Netherlands 0318 58 24 24 GROUPE SEB NEDERLAND B.V. De Schutterij 27 3905 PK Veenendaal NEW ZEALAND 0800 700 711 GROUPE SEB NEW ZEALAND PO Box 17 – 298, Greenlane, 1546 Auckland New Zealand NORGE NORWAY 22 96 39 30 GROUPE SEB NORWAY AS Lilleakerveien 6d, plan 5 0283, Oslo نامُع ةنطلس OMAN 80075000 www.krups.com POLSKA POLAND 801 300 420 koszt jak za połączenie lokalne Groupe SEB Polska Sp. z o.o. Gdański Business Center II D ul. Inflancka 4C 00-189 Warsaw"
3,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Subheader_1,Préparation de l’appareil
4,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Paragraph,"Retirez et remplissez le réservoir d’eau - Fig. 1 et 2. Remettez-le en place en appuyant fermement et refermez le couvercle - Fig. 3. Ouvrez le couvercle du réservoir à café en grains. Mettez le café - Fig. 4. Refermez le couvercle du réservoir à café en grains. Ne pas remplir le réservoir d’eau chaude, de lait ou de tout autre liquide. Si, lors de la mise sous tension de l’appareil, le réservoir d’eau est absent ou incomplètement rempli, le témoin s’allume et la préparation de l’espresso ou du café est momentanément impossible. NE JAMAIS METTRE DU CAFE MOULU DANS LE RESERVOIR A CAFE. L’utilisation de grains de café huileux, caramélisés ou aromatisés est déconseillée pour cette machine. Ce type de grains peut endommager la machine. Assurez-vous qu’aucun corps étranger tel que des petits cailloux contenus dans le café en grains ne pénètre dans le réservoir à café en grains. Tout endommagement dû à des corps étrangers ayant pénétré dans le réservoir à café est exclu de la garantie. Ne pas mettre d’eau dans le réservoir à café en grains. Pour éviter que les écoulements d’eau usagée ne salissent votre plan de travail ou ne risquent de vous brûler, n’oubliez pas de mettre le bac récolte-gouttes. Vérifiez la propreté de votre réservoir à eau. Cycle d’initialisation- durée totale : 3 minutes environ. Mettez l’appareil en marche en appuyant sur la touche - Fig. 5. Le témoin lumineux est fixe. Mettez un récipient de 0,6 litre minimum, sous les sorties café et la buse vapeur. Appuyer sur la touche - Fig. 6, la machine engage le cycle d’initialisation pour le rinçage du circuit vapeur et du cir- cuit café. Le témoin lumineux clignote. Le cycle est terminé lorsque le témoin lumineux devient fixe. La machine est disponible pour vos recettes. Il est préférable de faire un ou plusieurs rinçages des 2 circuits après plusieurs jours sans utilisation. À chaque fois que vous branchez votre appareil, la machine effectue un cycle d’initialisation."
5,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Subheader_0,Préparation du broyeur Vous pouvez ajuster la force de votre
6,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Paragraph,"café en réglant la finesse de broyage des grains de café. Plus le réglage du broy- eur à café est fin, plus le café est fort et crémeux. Réglez le degré de finesse de broyage désiré en tournant le bouton « Réglage de la finesse de broyage ». Vers la gauche la mouture est plus fine. Vers la droite la mouture est plus grosse. LE REGLAGE NE DOIT ETRE VARIE QUE PENDANT LE BROYAGE. Ne jamais forcer sur le bouton de réglage de la finesse de broyage. Chère Cliente, cher Client, Nous vous félicitons pour l’achat de cette Espresseria Automatic Krups. Vous en apprécierez aussi bien la qualité du résultat en tasse que la grande facilité d’utilisation. Espresso ou lungo, ristretto ou cappuccino, votre machine à café / espresso automatique a été conçue pour vous permettre de savourer à la maison la même qualité qu’au bistrot, quelque soit le moment dans la journée ou dans la semaine où vous le préparerez. Grâce à son Compact Thermoblock System, sa pompe 15 bars et parce qu’elle travaille exclusivement à partir de café en grains fraîchement moulus juste avant extraction, votre Espresseria Automatic vous permettra d’obtenir une boisson contenant un maximum d’arômes, recouverte d’une magnifique crème épaisse et dorée couleur chamois, un produit provenant de l’huile naturelle des grains de café. Pour obtenir un espresso à une température optimale et une crème bien compacte, nous vous conseillons de bien faire préchauffer vos tasses. Après certainement plusieurs essais, vous trouverez le type de mélange et de torréfaction du café en grains correspondant à vos goûts. La qualité de l’eau utilisée est aussi bien sûr un autre facteur déterminant dans la qualité du résultat en tasse que vous obtiendrez. Vous devez vous assurer que l’eau est fraîchement sortie du robinet (afin qu’elle n’ait pas eu le temps de devenir stag- nante au contact de l’air), qu’elle est exempte d’odeur de chlore et qu’elle est froide. Le café espresso est plus riche en arôme qu’un café filtre classique. Malgré son goût plus prononcé, très présent en bouche et plus persistant, l’espresso contient en fait moins de caféine que le café filtre. DESCRIPTIF A Poignée / couvercle réservoir d’eau B Réservoir d’eau C Collecteur de marc de café D Sorties café, poignée réglable en hauteur E Grille et bac récolte-gouttes amovible F Couvercle de réservoir café en grains 1 Réservoir café en grains G Bouton de réglage de la finesse de broyage H Broyeur à meule en métal I Goulotte pastille de nettoyage J Grille repose-tasses 2 Tableau de commandes K Touche vapeur L Touche et témoin lumineux « marche/arrêt » M Bouton rotatif volume café N Témoin lumineux « vider le marc à café » et « vider le bac récolte-gouttes » O Témoin lumineux « remplir le réservoir d’eau » P Touche café fort Q Touche café standard R Témoin lumineux « détartrer » S Témoin lumineux « nettoyer » T Touche « rinçage/entretiens » U Buse vapeur V Flotteurs de niveau d’eau GUIDE DES SYMBOLES Danger : Mise en garde contre des risques de blessures corporelles graves ou mortelles. Le symbole de l’éclair met en garde contre des dangers liés à la présence de l’électricité. Attention : Mise en garde contre la survenue éventuelle de dysfonctionnements, de dommages ou la destruction de l'appareil. Important : Remarque générale ou importante pour le fonctionnement de l’appareil. Pictos et Signaux d’avertissements Vider le collecteur de marc de café et le bac récolte-gouttes: le témoin reste allumé si le collecteur de marc de café n’est pas enfoncé correctement ou s’il a été remis en place avant 4 secondes. Remplir le réservoir d’eau Réglage de la finesse de broyage des grains de café CLEAN Procéder au nettoyage café standard café fort CALC Procéder au détartrage Bouton vapeur CLEAN + CALC Procéder au rinçage long Rinçage/entretien 7 FR 6"
7,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Subheader_1,Mousse de lait
8,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Paragraph,"Nous vous conseillons d’utiliser du lait pasteurisé ou UHT, récemment ouvert. Le lait cru ne permet pas d’obtenir des résultats optimums. Faites plonger la buse vapeur dans le lait - Fig. 12. Lancez la fonction vapeur comme expliqué dans le paragraphe ci-dessus. Quand votre mousse de lait est suffisante - Fig. 13 - réappuyez sur la touche pour arrêter le cycle. Pour enlever toute trace éventuelle de lait dans la buse vapeur, placez un récipient sous la buse et relancer à nouveau une préparation avec de la vapeur (10 secondes environ). La buse vapeur est démontable pour permettre un nettoyage en profondeur. Lavez-la avec de l’eau et un peu de savon à vaisselle non abrasif au moyen d’une brosse. Rincez-la et séchez-la - Fig. 14. Avant de la remettre en place, as- surez- vous que les trous d’entrée d’air ne sont pas bouchés par des résidus de lait. Débouchez-les à l’aide de l’aiguille fournie si nécessaire - Fig. 15. Ne pas laver la buse vapeur dans un lave-vaisselle. Pour interrompre la fonction vapeur, il suffit d’appuyer sur n’importe quelle touche. Si la buse est obstruée, débouchez-la avec l’aiguille fournie. La durée maximum de production de vapeur par cycle est limitée à 2 minutes. Après avoir utilisé les fonctions vapeur, la buse peut être chaude, nous vous conseillons d’attendre quelques instants avant de la manipuler. Set Auto-cappuccino XS 6000 (vendu séparément) Cet accessoire auto-cappuccino facilite la préparation d'un cappuccino ou d'un café latte - Fig. 16. Branchez les dif- férents éléments entre eux. Assurez-vous que le tuyau n’est pas vrillé pour le bon maintien de la position du bouton. Après avoir enlevé le couvercle du pot, remplissez-le de lait - Fig. 17 et placez une tasse ou un verre sous la buse auto- cappuccino - Fig. 18. Sélectionnez la position cappuccino ou café latte sur la buse spéciale - Fig. 19. Lancez la vapeur, comme indiqué dans le chapitre Préparations avec de la vapeur. Une fois la mousse de lait obtenue, placez votre tasse sous les sorties café et lancez un cycle café - Fig. 20. Pour éviter que le lait ne sèche sur l’accessoire auto-cappuccino, il faut veiller à bien le nettoyer. Il est recommandé de le laver immédiatement en faisant un cycle vapeur avec le pot de l'accessoire rempli d'eau afin de nettoyer la buse de l'intérieur. Pour cela, vous pouvez utiliser le nettoyant liquide KRUPS disponible en accessoire. ENTRETIEN DE VOTRE APPAREIL Vidange du collecteur de marc de café et du bac récolte-gouttes. Si le témoin clignote, Retirez, videz et nettoyez le collecteur de marc de café - Fig. 21. Remettez le bac collecteur de marc de café - Fig. 22. Retirez, videz et nettoyez le bac récolte-gouttes - Fig. 23. Le bac récolte-gouttes est équipé de flotteurs qui vous indiquent à tout moment quand le vider. Remettez l’ensemble des éléments en place. Dès que vous retirez le collecteur de marc de café, vous devez le vider complètement pour éviter tout débordement par la suite. Le témoin reste allumé si le collecteur de marc de café n’est pas enfoncé ou installé correctement ou s’il a été remis en place en moins de 4 secondes. Lorsque le témoin est allumé ou clignote la préparation d’un espresso ou d’un café est impossible. Le col- lecteur de marc de café a une capacité de 9 cafés. Rinçage des circuits Ces 2 fonctions sont accessibles à tout moment, excepté si la machine demande un entretien « CLEAN » et/ou « CALC ». Rinçage du circuit café : Mettez un récipient sous les buses café. Appuyez brièvement sur la touche - Fig. 6 pour lancer un cycle de rinçage du circuit café, qui s’arrêtera automatiquement après environ 40 ml. Rinçage du circuit vapeur : Mettez un récipient sous la buse vapeur. Appuyez ensuite pendant 3 secondes sur la touche pour lancer un cycle de rinçage du circuit vapeur, qui s’arrêtera automatiquement après environ 300 ml. PRÉPARATION D’UN ESPRESSO ET D’UN CAFÉ VOTRE APPAREIL EST EXCLUSIVEMENT CONÇU POUR UTILISER DU CAFE EN GRAINS. Lors de la préparation de votre premier café, après une longue période d’absence ou après une procédure de nettoyage ou de détartrage, un peu de vapeur et d’eau chaude sortent de la buse vapeur (auto-amorçage). Si les sorties café sont réglées trop hautes par rapport à la taille de vos tasses, il y a un risque d’éclaboussures ou de brûlures. Remarque : La quantité d’eau pour un espresso est comprise entre 30 et 70 ml. La quantité d’eau pour un café est comprise entre 80 et 220 ml."
9,/content/drive/MyDrive/vdu/manuals/krups/krupsX_single/ea8010de.pdf,fr,Subheader_2,Lancement d’un espresso ou d’un café. Branchez votre appareil.
